feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,label
7.0,103.99914068390936,-103.99914068390936,24.382262498720806,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-37.807868812907,7.0,-37.807868812907,43.318820854073856,3980.9858676323047,0.0,1.0,0.0,22.20163891826275,7.0,22.20163891826275,17.053994596706804,-2259.9513692737646,0.0,1.0,0.0,-7.0,92.81629297010444,92.81629297010444,13.260077986664003,1377.7080355780968,1.0,0.0,0.0,100.75274324870098,7.0,100.75274324870098,38.41838028124718,-10429.198719411452,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
69.12522723313913,-7.0,-69.12522723313913,35.4054562876001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-97.83603488684268,-7.0,97.83603488684268,48.144094683956894,-1168.7288348398727,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.0,-64.8277220880493,64.8277220880493,22.558469306467074,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.554125966925475,7.0,5.554125966925475,41.10415642999655,409.0613346258628,1.0,0.0,0.0,7.0,-18.789581377756495,18.789581377756495,47.41942872899084,322.2669849720496,1.0,0.0,0.0,7.0,-37.702443004681285,37.702443004681285,40.28805522048583,189.8769535835761,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-105.04394938173911,7.0,-105.04394938173911,26.404438952073072,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0,-69.7485619387823,-69.7485619387823,38.23190055441671,7375.664409746543,1.0,0.0,0.0,-17.084920200118898,7.0,-17.084920200118898,14.120077898938943,-615.7132042713415,1.0,0.0,0.0,-97.50234857214089,-7.0,97.50234857214089,19.7616799958216,1417.82408567716,0.0,0.0,1.0,-105.01607390966939,-7.0,105.01607390966939,42.571801402496476,1470.4201630398595,0.0,0.0,1.0,-7.0,108.95900135519426,108.95900135519426,15.462040321850745,-11396.48382303987,0.0,1.0,0.0,7.0,-115.19254605271438,115.19254605271438,14.817099690748359,12051.27997671498,1.0,0.0,0.0,1
-12.157702502850547,-7.0,12.157702502850547,35.43615889700989,1.0,0.0,0.0,1.0,0.0,0.0,0.0,70.7034226036131,-7.0,-70.7034226036131,23.390803256653218,580.0278757452456,0.0,0.0,1.0,7.0,4.820848150782631,-4.820848150782631,37.990928343797435,-9.610437628632418,0.0,0.0,1.0,39.26426051522464,7.0,39.26426051522464,27.222431690496926,189.74590608661867,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7.0,-36.78489600493088,36.78489600493088,14.910179601149034,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-7.0,-55.56775021035312,-55.56775021035312,18.433369882998637,-646.468523506988,1.0,0.0,0.0,7.0,-58.16754241598593,58.16754241598593,29.5971682282264,-149.67852487738537,0.0,1.0,0.0,72.36990105070676,7.0,72.36990105070676,43.5893664610828,2711.119284037386,0.0,0.0,1.0,7.0,-90.64163164998818,90.64163164998818,33.97228162332956,-376.99714951540113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-4.194991215944137,-7.0,4.194991215944137,33.21765589116424,1.0,0.0,0.0,0.0,0.0,0.0,1.0,116.82881415731057,-7.0,-116.82881415731057,13.065445724282188,847.166637612783,0.0,0.0,1.0,-21.983738406679393,-7.0,21.983738406679393,43.73336401946341,-124.52123033514681,0.0,0.0,1.0,45.11408174351477,7.0,45.11408174351477,29.715629381671075,286.4336336929944,0.0,0.0,1.0,-7.0,69.69263852178302,69.69263852178302,21.81181804041152,-341.3600064148498,0.0,0.0,1.0,-110.44038313519319,-7.0,110.44038313519319,43.30940382833979,-743.7177434347433,0.0,1.0,0.0,-114.44743313518055,-7.0,114.44743313518055,12.836793370417897,-771.7670934346548,0.0,1.0,0.0,1
-69.60878544315517,-7.0,69.60878544315517,22.276498959352338,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-93.80340515726672,-7.0,93.80340515726672,36.066667975318424,-169.36233799878084,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-29.041943868428962,-7.0,29.041943868428962,43.564133340330834,0.0,1.0,0.0,0.0,0.0,1.0,0.0,117.80256977057982,-7.0,-117.80256977057982,41.199448364890905,1027.9115954730614,0.0,0.0,1.0,-29.939640751936093,7.0,-29.939640751936093,49.79351136395143,-412.87109234255536,1.0,0.0,0.0,2.8783422557234584,7.0,2.8783422557234584,25.158041816993347,-183.14521128893853,0.0,0.0,1.0,-7.0,9.706765360724331,9.706765360724331,40.909621707891574,-330.9033347501666,1.0,0.0,0.0,-7.0,12.157142166784613,12.157142166784613,46.50194812036621,-402.0670404082696,1.0,0.0,0.0,84.59551327288334,7.0,84.59551327288334,34.907460454506065,388.87498583118065,1.0,0.0,0.0,1
7.0,-95.91017093753324,95.91017093753324,34.5437767478592,1.0,0.0,0.0,1.0,0.0,0.0,0.0,96.5501702934662,-7.0,-96.5501702934662,41.4793282299148,9211.143336894287,0.0,1.0,0.0,-3.454501029632432,-7.0,3.454501029632432,30.26360212237695,-380.32178425593116,1.0,0.0,0.0,7.0,-28.291005757310966,28.291005757310966,46.84230702604382,473.33415626155585,0.0,1.0,0.0,-40.71383117143333,-7.0,40.71383117143333,42.75018665714096,-3953.8705071740396,0.0,1.0,0.0,-65.42736257400033,-7.0,65.42736257400033,10.929930474031968,-6324.149528464336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
24.500206148279023,7.0,24.500206148279023,27.948756056896986,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0,-109.88204611711285,-109.88204611711285,19.516966064839373,-2643.1327818639675,1.0,0.0,0.0,-8.093125535008491,7.0,-8.093125535008491,22.07477184489091,228.1533217830126,0.0,0.0,1.0,59.940454643882894,7.0,59.940454643882894,21.46213113080618,-248.0817394692271,0.0,0.0,1.0,-7.0,103.58672425678947,103.58672425678947,38.43883272330586,2586.896098516277,0.0,1.0,0.0,-7.0,109.20994287859006,109.20994287859006,28.08492923416679,2724.666113967233,1.0,0.0,0.0,-7.0,110.21355164390255,110.21355164390255,17.32218605584627,2749.254735609609,0.0,1.0,0.0,1
76.9980363733591,-7.0,-76.9980363733591,26.15452397783388,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-65.6138655483221,7.0,-65.6138655483221,28.596892315451758,79.68919577525901,0.0,1.0,0.0,-7.0,10.495056591356585,10.495056591356585,27.769594784585383,759.0987491617365,0.0,1.0,0.0,-7.0,65.35549245869947,65.35549245869947,44.62773573731383,4983.244585533738,1.0,0.0,0.0,-95.19426124463455,-7.0,95.19426124463455,43.90314397173066,-1205.3460833259555,0.0,0.0,1.0,7.0,-115.71523690623692,115.71523690623692,22.584247012061663,-8860.846020258296,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-56.07218941645756,7.0,-56.07218941645756,30.29497292522999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-7.0,-66.47815611408255,-66.47815611408255,47.7238500541777,3776.575761685673,1.0,0.0,0.0,-62.503663407162584,7.0,-62.503663407162584,45.56285891092004,45.02031793493512,1.0,0.0,0.0,-7.0,-34.93099216214801,-34.93099216214801,47.93477119920748,2007.6572090207576,0.0,0.0,1.0,7.0,-19.77650285114777,19.77650285114777,38.684853284654324,1059.9118138646709,0.0,1.0,0.0,-7.0,70.77099532347746,70.77099532347746,41.960597491567924,-3919.284654969261,0.0,0.0,1.0,7.0,-98.26552791237974,98.26552791237974,24.372204166442025,5460.963294211154,0.0,1.0,0.0,1
-11.924964451442976,-7.0,11.924964451442976,48.06650573008934,1.0,0.0,0.0,0.0,0.0,0.0,1.0,15.760608563992104,-7.0,-15.760608563992104,28.78765658531083,193.79901110804556,0.0,0.0,1.0,-7.0,53.75251215273174,53.75251215273174,22.007605517812195,-689.9967965970826,0.0,1.0,0.0,7.0,-71.24316007149022,71.24316007149022,45.74611760082747,898.5721512609825,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32.84586195289451,-7.0,-32.84586195289451,31.031836684491584,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,65.91459600693759,65.91459600693759,44.475997747677035,2116.0217211246836,1.0,0.0,0.0,-88.47760004635325,-7.0,88.47760004635325,25.161004566235462,-849.2642339947342,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
71.41510572427099,7.0,71.41510572427099,32.764954117710516,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-7.0,-101.1435248567444,-101.1435248567444,21.781222040690036,-7174.175520969832,0.0,1.0,0.0,7.0,-60.35382777966396,60.35382777966396,12.593863011931665,-4359.174991749145,0.0,1.0,0.0,-113.78388170248454,-7.0,113.78388170248454,17.69442903238023,296.5814318474948,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8.07647831053022,-7.0,-8.07647831053022,28.486835211645726,0.0,1.0,0.0,1.0,0.0,0.0,0.0,18.17788874109541,-7.0,-18.17788874109541,32.516254773518334,70.70987301395631,0.0,1.0,0.0,-40.412865552682476,-7.0,40.412865552682476,26.74619419835942,-339.42540704248887,0.0,0.0,1.0,7.0,-49.74481968777197,49.74481968777197,42.26273566659752,-352.762957269527,0.0,1.0,0.0,70.20475467240304,7.0,70.20475467240304,28.557678588814962,547.9686308805328,0.0,0.0,1.0,-93.74695379051802,-7.0,93.74695379051802,47.04926610848866,-712.7640247073377,0.0,1.0,0.0,94.75236084823274,7.0,94.75236084823274,25.23082098925828,719.8018741113408,0.0,1.0,0.0,1
7.0,51.60222573032201,-51.60222573032201,22.34383763792174,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,60.04932895360738,-60.04932895360738,48.65252202201218,59.129722562997586,0.0,0.0,1.0,-7.0,-4.7530578175673135,-4.7530578175673135,33.23663296482324,327.9441753892829,0.0,1.0,0.0,-7.0,30.33978744316316,30.33978744316316,24.98752472999925,573.5940922143961,1.0,0.0,0.0,7.0,-35.76461832940621,35.76461832940621,10.132663717573953,-611.5679084180975,1.0,0.0,0.0,-75.67369673832495,-7.0,75.67369673832495,13.714829817522451,3855.9311809389765,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-39.215256695105886,7.0,-39.215256695105886,40.403887876776864,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-7.0,-32.79361204044625,-32.79361204044625,31.119628606497585,1335.0099141258147,0.0,0.0,1.0,7.212236800644119,7.0,7.212236800644119,46.00735371297772,-324.99245447025004,1.0,0.0,0.0,7.0,-36.24453474481364,36.24453474481364,37.947551877707795,1372.338733812551,0.0,0.0,1.0,-7.0,105.28644988035155,105.28644988035155,25.18031244677814,-4079.8351585743867,0.0,1.0,0.0,-7.0,107.87252563484309,107.87252563484309,45.67522852737865,-4181.248783119761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-7.0,-56.17100495686226,-56.17100495686226,44.92992311879576,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-7.0,-83.67021822523887,-83.67021822523887,30.109886190499875,192.49449287863627,0.0,0.0,1.0,-7.0,-39.69764430985291,-39.69764430985291,31.756743791521114,-115.31352452906549,1.0,0.0,0.0,74.54460630523576,7.0,74.54460630523576,11.429513310341179,4138.245450278744,0.0,0.0,1.0,103.75481919171173,7.0,103.75481919171173,25.813263000574025,5779.012463115988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.0,-85.51185731375313,85.51185731375313,13.250785900347722,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-33.51760310290138,7.0,-33.51760310290138,35.80772823624127,-2817.152494034312,0.0,1.0,0.0,33.63292267009391,7.0,33.63292267009391,47.06200865814019,2925.013684409563,1.0,0.0,0.0,78.54944031895646,7.0,78.54944031895646,11.995193848579554,6765.908532629771,0.0,0.0,1.0,-7.0,87.44044562775946,87.44044562775946,46.546839203050396,13.500118198044333,1.0,0.0,0.0,99.35004987274938,7.0,99.35004987274938,41.64126568546967,8544.607288832802,0.0,1.0,0.0,7.0,-102.03156801701083,102.03156801701083,18.109248037042246,-115.63797492280389,1.0,0.0,0.0,1
-7.0,95.41210752563103,95.41210752563103,47.147161455555974,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-7.0,-65.55224953701737,-65.55224953701737,43.27333664428681,1126.750499438539,1.0,0.0,0.0,-7.0,24.858414869016006,24.858414869016006,41.79051625074241,493.8758485963052,0.0,0.0,1.0,7.0,-84.93535952425566,84.93535952425566,24.672268886645593,-73.33723600962765,0.0,0.0,1.0,109.10161293167322,7.0,109.10161293167322,20.38180680753321,-10458.614824256581,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.0,1.3057743437437055,-1.3057743437437055,37.633052417915906,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-109.6974455131792,7.0,-109.6974455131792,11.600674632333305,192.24010992533246,1.0,0.0,0.0,7.0,49.80858347502738,-49.80858347502738,24.53192442554894,339.51966391898577,1.0,0.0,0.0,-7.0,-21.270011314389965,-21.270011314389965,47.666140941317686,-139.7496587945238,0.0,0.0,1.0,-15.747549547672795,-7.0,15.747549547672795,20.492395288725902,-28.437253823816068,1.0,0.0,0.0,-7.0,83.60240204382505,83.60240204382505,21.5702596724692,594.3572347129814,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27.373940703270783,7.0,27.373940703270783,23.600814816299692,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-35.04125920363277,-7.0,35.04125920363277,44.03755233719966,53.67122950253392,1.0,0.0,0.0,36.55574824858325,7.0,36.55574824858325,37.67168980826155,-64.27265281718726,0.0,0.0,1.0,-41.41919832927682,-7.0,41.41919832927682,28.336509921992473,98.31680338204225,0.0,0.0,1.0,-7.0,41.458977876377766,41.458977876377766,10.712517134157693,1183.8956020061803,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.0,110.45620778173264,-110.45620778173264,22.83077545145851,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,80.8353548609569,-80.8353548609569,14.517359592411122,-207.3459704454301,0.0,1.0,0.0,30.94217303657675,7.0,30.94217303657675,40.53229544169899,-3368.755094146447,1.0,0.0,0.0,-7.0,82.2746171027592,82.2746171027592,34.42450036702205,1349.1157741914428,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-7.0,87.7091945290826,87.7091945290826,16.08095295421957,0.0,0.0,1.0,0.0,1.0,0.0,0.0,55.83573940678263,-7.0,-55.83573940678263,10.010910671659303,-4848.307729304661,0.0,0.0,1.0,-52.65041238767598,-7.0,52.65041238767598,41.856418075853085,4666.925262147092,0.0,0.0,1.0,56.69024827879658,7.0,56.69024827879658,19.882877904844168,-5021.256014186959,0.0,0.0,1.0,7.0,-66.60897043172632,66.60897043172632,31.25463436959499,-147.70156868149388,0.0,0.0,1.0,7.0,-86.61572620237357,86.61572620237357,38.68182975535733,-7.6542782869631765,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-109.55011560693252,-7.0,109.55011560693252,49.55564633742352,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-112.35765819133195,-7.0,112.35765819133195,26.53098472393641,-19.652798090796068,0.0,1.0,0.0,7.0,-118.140597577129,118.140597577129,41.06223766898367,12991.316122446575,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
7.0,-65.32202274313649,65.32202274313649,47.226157365813116,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-88.8147324554631,-7.0,88.8147324554631,42.07844015270071,-5850.557973381343,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-7.0,62.32524528598914,62.32524528598914,21.26506907488052,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,34.261639028713695,-34.261639028713695,12.637014770911726,-676.1081902029199,1.0,0.0,0.0,-29.37638735581764,-7.0,29.37638735581764,42.209667609626905,1879.8905475675645,0.0,1.0,0.0,56.43247736488871,7.0,56.43247736488871,24.464290663305725,-3566.167993862719,0.0,0.0,1.0,7.0,-93.81350627246354,93.81350627246354,10.998761768783819,220.4178269053208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-7.0,-60.64859888798408,-60.64859888798408,31.246815018467792,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-7.0,2.1175461400269078,2.1175461400269078,48.4940848797195,-439.3630151960769,0.0,0.0,1.0,-46.58951496729726,-7.0,46.58951496729726,41.99128917236875,-2776.5888056373424,0.0,0.0,1.0,7.0,-77.65069173410849,77.65069173410849,35.26360144787529,968.0950343546481,1.0,0.0,0.0,104.40395520201264,7.0,104.40395520201264,22.673839391361746,6282.9536013659235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-29.028406082015355,7.0,-29.028406082015355,44.226028617860734,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,75.64461477214321,-75.64461477214321,23.016923130526337,-2244.8425955233906,1.0,0.0,0.0,-7.0,61.34736249579675,61.34736249579675,18.955016439394484,-1731.816150588587,0.0,1.0,0.0,7.0,-87.11881382420212,87.11881382420212,49.22007502463329,2479.9203050724323,0.0,0.0,1.0,7.0,-109.06696557178941,109.06696557178941,32.70512451358955,3117.040166751091,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
